,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
414,Blue World,0.742,0.5530000000000000,8.0,-8.98,1.0,0.419,0.389,0.0,0.0694,0.508,84.931,audio_features,2hwOoMtWPtTSSn6WHV7Vp5,spotify:track:2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/tracks/2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/audio-analysis/2hwOoMtWPtTSSn6WHV7Vp5,209440.0,4.0
415,ENTROPY,0.642,0.527,2.0,-9.444000000000000,1.0,0.0534,0.8080000000000000,4.28E-05,0.154,0.5660000000000000,133.062,audio_features,795p3jKj5stjPf8IFpZkdD,spotify:track:795p3jKj5stjPf8IFpZkdD,https://api.spotify.com/v1/tracks/795p3jKj5stjPf8IFpZkdD,https://api.spotify.com/v1/audio-analysis/795p3jKj5stjPf8IFpZkdD,261291.0,4.0
416,Del río,0.857,0.266,7.0,-13.914000000000000,0.0,0.0442,0.9130000000000000,0.0483,0.11,0.264,96.962,audio_features,2G3ud9WTxl6uYRG75X6Ib0,spotify:track:2G3ud9WTxl6uYRG75X6Ib0,https://api.spotify.com/v1/tracks/2G3ud9WTxl6uYRG75X6Ib0,https://api.spotify.com/v1/audio-analysis/2G3ud9WTxl6uYRG75X6Ib0,250653.0,4.0
417,Canceled,0.767,0.611,5.0,-5.173000000000000,0.0,0.0983,0.157,0.0116,0.0836,0.11,94.03400000000000,audio_features,3TOfcOKNuu6ZPZXJie5msH,spotify:track:3TOfcOKNuu6ZPZXJie5msH,https://api.spotify.com/v1/tracks/3TOfcOKNuu6ZPZXJie5msH,https://api.spotify.com/v1/audio-analysis/3TOfcOKNuu6ZPZXJie5msH,183960.0,4.0
418,03' Adolescence,0.518,0.809,1.0,-6.362,1.0,0.5660000000000000,0.389,0.0,0.275,0.261,146.216,audio_features,4txn9qnwK3ILQqv5oq2mO3,spotify:track:4txn9qnwK3ILQqv5oq2mO3,https://api.spotify.com/v1/tracks/4txn9qnwK3ILQqv5oq2mO3,https://api.spotify.com/v1/audio-analysis/4txn9qnwK3ILQqv5oq2mO3,264213.0,4.0
419,J'ai vu,0.506,0.358,5.0,-14.066000000000000,0.0,0.0865,0.7860000000000000,3.95E-06,0.0966,0.17600000000000000,120.07,audio_features,5Bjjf2Vj3dCaGetKlXS4be,spotify:track:5Bjjf2Vj3dCaGetKlXS4be,https://api.spotify.com/v1/tracks/5Bjjf2Vj3dCaGetKlXS4be,https://api.spotify.com/v1/audio-analysis/5Bjjf2Vj3dCaGetKlXS4be,270102.0,5.0
420,Suburban Forest Rain 1,0.166,0.985,2.0,-13.624,1.0,0.0732,0.0529,0.000168,0.509,0.019,126.436,audio_features,4ZucEGIAQEzyrnIbhrgh9Z,spotify:track:4ZucEGIAQEzyrnIbhrgh9Z,https://api.spotify.com/v1/tracks/4ZucEGIAQEzyrnIbhrgh9Z,https://api.spotify.com/v1/audio-analysis/4ZucEGIAQEzyrnIbhrgh9Z,138000.0,1.0
421,"Take Me Home, Country Roads - Rerecorded",0.255,0.43,9.0,-12.564,1.0,0.0322,0.546,1.87E-05,0.188,0.546,164.267,audio_features,39q7xibBdRboeMKUbZEB6g,spotify:track:39q7xibBdRboeMKUbZEB6g,https://api.spotify.com/v1/tracks/39q7xibBdRboeMKUbZEB6g,https://api.spotify.com/v1/audio-analysis/39q7xibBdRboeMKUbZEB6g,197813.0,4.0
422,Started From the Bottom,0.794,0.522,8.0,-7.829,1.0,0.159,0.0328,0.0,0.156,0.5670000000000000,86.318,audio_features,5DI9jxTHrEiFAhStG7VA8E,spotify:track:5DI9jxTHrEiFAhStG7VA8E,https://api.spotify.com/v1/tracks/5DI9jxTHrEiFAhStG7VA8E,https://api.spotify.com/v1/audio-analysis/5DI9jxTHrEiFAhStG7VA8E,174133.0,4.0
423,Elevate,0.758,0.474,1.0,-8.72,1.0,0.146,0.015,0.0,0.11600000000000000,0.0541,76.062,audio_features,3szf2z1Cy1QMrtHrbn8rz9,spotify:track:3szf2z1Cy1QMrtHrbn8rz9,https://api.spotify.com/v1/tracks/3szf2z1Cy1QMrtHrbn8rz9,https://api.spotify.com/v1/audio-analysis/3szf2z1Cy1QMrtHrbn8rz9,184960.0,4.0
424,La Llorona,0.46,0.574,4.0,-7.414,0.0,0.11200000000000000,0.318,0.0,0.1,0.37,67.697,audio_features,5fBcRH4CnYTaFMQtM0JtSl,spotify:track:5fBcRH4CnYTaFMQtM0JtSl,https://api.spotify.com/v1/tracks/5fBcRH4CnYTaFMQtM0JtSl,https://api.spotify.com/v1/audio-analysis/5fBcRH4CnYTaFMQtM0JtSl,165533.0,4.0
425,Bleeding Love,0.638,0.6560000000000000,5.0,-5.886,1.0,0.0357,0.188,0.0,0.146,0.225,104.036,audio_features,7wZUrN8oemZfsEd1CGkbXE,spotify:track:7wZUrN8oemZfsEd1CGkbXE,https://api.spotify.com/v1/tracks/7wZUrN8oemZfsEd1CGkbXE,https://api.spotify.com/v1/audio-analysis/7wZUrN8oemZfsEd1CGkbXE,262467.0,4.0
426,Sunflower - Spider-Man: Into the Spider-Verse,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.9130000000000000,89.911,audio_features,3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,158040.0,4.0
427,The Show Goes On,0.591,0.889,7.0,-3.839,1.0,0.115,0.0189,0.0,0.155,0.65,143.067,audio_features,4NTWZqvfQTlOMitlVn6tew,spotify:track:4NTWZqvfQTlOMitlVn6tew,https://api.spotify.com/v1/tracks/4NTWZqvfQTlOMitlVn6tew,https://api.spotify.com/v1/audio-analysis/4NTWZqvfQTlOMitlVn6tew,239613.0,4.0
428,Emotionless,0.413,0.677,1.0,-5.12,1.0,0.255,0.0249,0.0,0.0793,0.0845,172.50100000000000,audio_features,5Psnhdkyanjpgc2P8A5TSM,spotify:track:5Psnhdkyanjpgc2P8A5TSM,https://api.spotify.com/v1/tracks/5Psnhdkyanjpgc2P8A5TSM,https://api.spotify.com/v1/audio-analysis/5Psnhdkyanjpgc2P8A5TSM,302173.0,4.0
429,Close To You,0.8270000000000000,0.6730000000000000,5.0,-8.401,0.0,0.23,0.192,0.0013600000000000000,0.146,0.779,78.007,audio_features,1VZLEW5ZfcAbKZ94XQiSZF,spotify:track:1VZLEW5ZfcAbKZ94XQiSZF,https://api.spotify.com/v1/tracks/1VZLEW5ZfcAbKZ94XQiSZF,https://api.spotify.com/v1/audio-analysis/1VZLEW5ZfcAbKZ94XQiSZF,85754.0,4.0
430,"Bitch, Don’t Kill My Vibe",0.5870000000000000,0.698,1.0,-8.948,1.0,0.0943,0.0152,0.0,0.442,0.0985,133.954,audio_features,712uvW1Vezq8WpQi38v2L9,spotify:track:712uvW1Vezq8WpQi38v2L9,https://api.spotify.com/v1/tracks/712uvW1Vezq8WpQi38v2L9,https://api.spotify.com/v1/audio-analysis/712uvW1Vezq8WpQi38v2L9,310720.0,4.0
431,N,0.652,0.631,6.0,-5.718,0.0,0.0893,0.524,0.000579,0.165,0.35,127.99800000000000,audio_features,7AzlLxHn24DxjgQX73F9fU,spotify:track:7AzlLxHn24DxjgQX73F9fU,https://api.spotify.com/v1/tracks/7AzlLxHn24DxjgQX73F9fU,https://api.spotify.com/v1/audio-analysis/7AzlLxHn24DxjgQX73F9fU,154424.0,4.0
432,"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": 2. Adagio un poco mosso - Live at Konzerthaus Berlin / 2018",0.166,0.0363,11.0,-26.822,1.0,0.0381,0.978,0.922,0.0882,0.039,84.46700000000000,audio_features,76wXMaJVSr0nSsKsSdwAiu,spotify:track:76wXMaJVSr0nSsKsSdwAiu,https://api.spotify.com/v1/tracks/76wXMaJVSr0nSsKsSdwAiu,https://api.spotify.com/v1/audio-analysis/76wXMaJVSr0nSsKsSdwAiu,473787.0,4.0
433,Pero Ya No,0.882,0.612,4.0,-6.103,1.0,0.11800000000000000,0.0475,5.07E-06,0.182,0.742,147.982,audio_features,75pQqzwgCjUOSSy5CpmAjy,spotify:track:75pQqzwgCjUOSSy5CpmAjy,https://api.spotify.com/v1/tracks/75pQqzwgCjUOSSy5CpmAjy,https://api.spotify.com/v1/audio-analysis/75pQqzwgCjUOSSy5CpmAjy,160638.0,4.0
434,"Wondering - From ""High School Musical: The Musical: The Series""",0.469,0.444,6.0,-7.064,1.0,0.0396,0.8080000000000000,0.0,0.0932,0.221,129.385,audio_features,6GfTYfb5eBLN1p1ByOsPmi,spotify:track:6GfTYfb5eBLN1p1ByOsPmi,https://api.spotify.com/v1/tracks/6GfTYfb5eBLN1p1ByOsPmi,https://api.spotify.com/v1/audio-analysis/6GfTYfb5eBLN1p1ByOsPmi,225382.0,4.0
435,From Time,0.738,0.491,1.0,-9.726,0.0,0.413,0.626,0.0,0.126,0.44800000000000000,94.37800000000000,audio_features,0GaBIpyHvytM1UBYmqXu08,spotify:track:0GaBIpyHvytM1UBYmqXu08,https://api.spotify.com/v1/tracks/0GaBIpyHvytM1UBYmqXu08,https://api.spotify.com/v1/audio-analysis/0GaBIpyHvytM1UBYmqXu08,322160.0,4.0
436,From Florida With Love,0.787,0.47700000000000000,6.0,-7.8370000000000000,0.0,0.19900000000000000,0.768,0.0,0.10400000000000000,0.47600000000000000,80.506,audio_features,0YkUwXxnTkeJBvt5upeEtP,spotify:track:0YkUwXxnTkeJBvt5upeEtP,https://api.spotify.com/v1/tracks/0YkUwXxnTkeJBvt5upeEtP,https://api.spotify.com/v1/audio-analysis/0YkUwXxnTkeJBvt5upeEtP,234783.0,4.0
437,Zen Training,0.163,0.0594,10.0,-24.414,1.0,0.0643,0.985,0.9060000000000000,0.0667,0.064,77.434,audio_features,0Ravqu9bEbA0kCzwkdBh03,spotify:track:0Ravqu9bEbA0kCzwkdBh03,https://api.spotify.com/v1/tracks/0Ravqu9bEbA0kCzwkdBh03,https://api.spotify.com/v1/audio-analysis/0Ravqu9bEbA0kCzwkdBh03,271089.0,1.0
438,Light of the Seven,0.273,0.102,0.0,-16.843,0.0,0.0494,0.903,0.721,0.268,0.0583,120.37800000000000,audio_features,1SbsbLsUMnAKWHx1zAV6ER,spotify:track:1SbsbLsUMnAKWHx1zAV6ER,https://api.spotify.com/v1/tracks/1SbsbLsUMnAKWHx1zAV6ER,https://api.spotify.com/v1/audio-analysis/1SbsbLsUMnAKWHx1zAV6ER,589095.0,4.0
439,Mine,0.71,0.789,4.0,-3.8740000000000000,1.0,0.0722,0.0161,2.77E-06,0.451,0.7170000000000000,142.929,audio_features,7uzmGiiJyRfuViKKK3lVmR,spotify:track:7uzmGiiJyRfuViKKK3lVmR,https://api.spotify.com/v1/tracks/7uzmGiiJyRfuViKKK3lVmR,https://api.spotify.com/v1/audio-analysis/7uzmGiiJyRfuViKKK3lVmR,131064.0,4.0
440,Finesse,0.807,0.32,0.0,-8.152000000000000,0.0,0.0582,0.133,0.000328,0.10100000000000000,0.298,94.99,audio_features,2WP8G2pdddDmnh1xbfKBOI,spotify:track:2WP8G2pdddDmnh1xbfKBOI,https://api.spotify.com/v1/tracks/2WP8G2pdddDmnh1xbfKBOI,https://api.spotify.com/v1/audio-analysis/2WP8G2pdddDmnh1xbfKBOI,182080.0,4.0
441,Formidable,0.513,0.628,4.0,-9.056000000000000,0.0,0.19,0.0997,0.0,0.146,0.501,70.568,audio_features,382n05RtneO3ykQlFQrAd1,spotify:track:382n05RtneO3ykQlFQrAd1,https://api.spotify.com/v1/tracks/382n05RtneO3ykQlFQrAd1,https://api.spotify.com/v1/audio-analysis/382n05RtneO3ykQlFQrAd1,213933.0,4.0
442,Hablemos,0.693,0.526,4.0,-4.328,1.0,0.0295,0.4920000000000000,0.0,0.11,0.5760000000000000,85.012,audio_features,71aT33Muvsuim800OqZ0st,spotify:track:71aT33Muvsuim800OqZ0st,https://api.spotify.com/v1/tracks/71aT33Muvsuim800OqZ0st,https://api.spotify.com/v1/audio-analysis/71aT33Muvsuim800OqZ0st,188560.0,4.0
443,Forever,0.825,0.483,8.0,-5.746,0.0,0.08,0.5380000000000000,1.48E-05,0.204,0.892,139.98,audio_features,2ZlCGeK30BLRNSPC832pNZ,spotify:track:2ZlCGeK30BLRNSPC832pNZ,https://api.spotify.com/v1/tracks/2ZlCGeK30BLRNSPC832pNZ,https://api.spotify.com/v1/audio-analysis/2ZlCGeK30BLRNSPC832pNZ,219933.0,4.0
444,What They Want,0.71,0.40400000000000000,1.0,-10.04,0.0,0.379,0.484,0.0,0.0953,0.39800000000000000,139.553,audio_features,3pndPhlQWjuSoXhcIIdBjv,spotify:track:3pndPhlQWjuSoXhcIIdBjv,https://api.spotify.com/v1/tracks/3pndPhlQWjuSoXhcIIdBjv,https://api.spotify.com/v1/audio-analysis/3pndPhlQWjuSoXhcIIdBjv,165853.0,4.0
445,Let It Go,0.546,0.311,1.0,-10.396000000000000,1.0,0.0288,0.818,1.65E-05,0.107,0.24600000000000000,147.464,audio_features,13HVjjWUZFaWilh2QUJKsP,spotify:track:13HVjjWUZFaWilh2QUJKsP,https://api.spotify.com/v1/tracks/13HVjjWUZFaWilh2QUJKsP,https://api.spotify.com/v1/audio-analysis/13HVjjWUZFaWilh2QUJKsP,260533.0,4.0
446,POWER,0.5430000000000000,0.915,0.0,-4.746,0.0,0.113,0.0162,0.0,0.7440000000000000,0.5770000000000000,153.998,audio_features,2gZUPNdnz5Y45eiGxpHGSc,spotify:track:2gZUPNdnz5Y45eiGxpHGSc,https://api.spotify.com/v1/tracks/2gZUPNdnz5Y45eiGxpHGSc,https://api.spotify.com/v1/audio-analysis/2gZUPNdnz5Y45eiGxpHGSc,292093.0,4.0
447,Mob Ties,0.755,0.575,4.0,-8.393000000000000,0.0,0.0678,0.0456,0.00124,0.276,0.49,85.98700000000000,audio_features,7rC5Pl8rQSX4myONQHYPBK,spotify:track:7rC5Pl8rQSX4myONQHYPBK,https://api.spotify.com/v1/tracks/7rC5Pl8rQSX4myONQHYPBK,https://api.spotify.com/v1/audio-analysis/7rC5Pl8rQSX4myONQHYPBK,205147.0,4.0
448,a lot,0.8370000000000000,0.636,1.0,-7.643,1.0,0.086,0.0395,0.00125,0.342,0.27400000000000000,145.972,audio_features,2t8yVaLvJ0RenpXUIAC52d,spotify:track:2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/tracks/2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/audio-analysis/2t8yVaLvJ0RenpXUIAC52d,288624.0,4.0
449,Monday Loop,0.742,0.384,10.0,-8.533,1.0,0.043,0.872,0.00305,0.132,0.354,69.006,audio_features,5qC17VMNoZdF2gAw28FtsV,spotify:track:5qC17VMNoZdF2gAw28FtsV,https://api.spotify.com/v1/tracks/5qC17VMNoZdF2gAw28FtsV,https://api.spotify.com/v1/audio-analysis/5qC17VMNoZdF2gAw28FtsV,91505.0,3.0
450,One Man Can Change The World,0.67,0.58,8.0,-6.586,0.0,0.14400000000000000,0.777,0.0,0.11,0.309,157.999,audio_features,731Pa6Gt7GAdADATMSEL0N,spotify:track:731Pa6Gt7GAdADATMSEL0N,https://api.spotify.com/v1/tracks/731Pa6Gt7GAdADATMSEL0N,https://api.spotify.com/v1/audio-analysis/731Pa6Gt7GAdADATMSEL0N,254627.0,4.0
451,VIBEZ,0.768,0.652,1.0,-2.708,0.0,0.307,0.113,0.0,0.107,0.777,154.187,audio_features,0fySG6A6qLE8IvDpayb5bM,spotify:track:0fySG6A6qLE8IvDpayb5bM,https://api.spotify.com/v1/tracks/0fySG6A6qLE8IvDpayb5bM,https://api.spotify.com/v1/audio-analysis/0fySG6A6qLE8IvDpayb5bM,144935.0,4.0
452,Movement,0.381,0.502,1.0,-5.505,0.0,0.0368,0.16,6.98E-05,0.0842,0.147,144.3,audio_features,1djzKW3eYLyzjjHXazEWWh,spotify:track:1djzKW3eYLyzjjHXazEWWh,https://api.spotify.com/v1/tracks/1djzKW3eYLyzjjHXazEWWh,https://api.spotify.com/v1/audio-analysis/1djzKW3eYLyzjjHXazEWWh,237800.0,4.0
453,Motel,0.505,0.341,9.0,-13.863,1.0,0.0338,0.728,6.96E-05,0.122,0.0593,95.419,audio_features,6qe4MSI8cWbBqo2YBNmUic,spotify:track:6qe4MSI8cWbBqo2YBNmUic,https://api.spotify.com/v1/tracks/6qe4MSI8cWbBqo2YBNmUic,https://api.spotify.com/v1/audio-analysis/6qe4MSI8cWbBqo2YBNmUic,184787.0,4.0
454,Happy Xmas (War Is Over) - Remastered,0.32800000000000000,0.607,2.0,-11.076000000000000,1.0,0.0315,0.319,0.0,0.765,0.395,146.539,audio_features,3zJw3rugfpVrmBeDDnUYzy,spotify:track:3zJw3rugfpVrmBeDDnUYzy,https://api.spotify.com/v1/tracks/3zJw3rugfpVrmBeDDnUYzy,https://api.spotify.com/v1/audio-analysis/3zJw3rugfpVrmBeDDnUYzy,213880.0,3.0
455,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",0.883,0.525,2.0,-8.054,0.0,0.0633,0.18900000000000000,0.0,0.0971,0.312,99.978,audio_features,2zjGJ0dChMR0KxBZS15aqo,spotify:track:2zjGJ0dChMR0KxBZS15aqo,https://api.spotify.com/v1/tracks/2zjGJ0dChMR0KxBZS15aqo,https://api.spotify.com/v1/audio-analysis/2zjGJ0dChMR0KxBZS15aqo,174100.0,4.0
456,Losin Control,0.759,0.245,6.0,-6.545,1.0,0.138,0.515,0.000154,0.102,0.209,96.992,audio_features,4cxMGhkinTocPSVVKWIw0d,spotify:track:4cxMGhkinTocPSVVKWIw0d,https://api.spotify.com/v1/tracks/4cxMGhkinTocPSVVKWIw0d,https://api.spotify.com/v1/audio-analysis/4cxMGhkinTocPSVVKWIw0d,237507.0,4.0
457,Nena Maldición (feat. Lenny Tavárez),0.5660000000000000,0.531,6.0,-6.635,1.0,0.0716,0.192,0.0,0.179,0.3670000000000000,118.96,audio_features,77dMSg2VHi2wwXjXNrmcrZ,spotify:track:77dMSg2VHi2wwXjXNrmcrZ,https://api.spotify.com/v1/tracks/77dMSg2VHi2wwXjXNrmcrZ,https://api.spotify.com/v1/audio-analysis/77dMSg2VHi2wwXjXNrmcrZ,227518.0,4.0
458,FML,0.8220000000000000,0.575,5.0,-5.95,1.0,0.0934,0.113,0.0,0.106,0.616,100.087,audio_features,6lruHh1jF7ezgbLv72xYmf,spotify:track:6lruHh1jF7ezgbLv72xYmf,https://api.spotify.com/v1/tracks/6lruHh1jF7ezgbLv72xYmf,https://api.spotify.com/v1/audio-analysis/6lruHh1jF7ezgbLv72xYmf,223000.0,4.0
459,Go Flex,0.665,0.498,5.0,-8.185,1.0,0.0832,0.228,0.0,0.0757,0.127,81.96700000000000,audio_features,5yuShbu70mtHXY0yLzCQLQ,spotify:track:5yuShbu70mtHXY0yLzCQLQ,https://api.spotify.com/v1/tracks/5yuShbu70mtHXY0yLzCQLQ,https://api.spotify.com/v1/audio-analysis/5yuShbu70mtHXY0yLzCQLQ,179613.0,4.0
460,bellyache,0.695,0.573,4.0,-8.597000000000000,0.0,0.106,0.46,0.0734,0.48200000000000000,0.408,99.939,audio_features,51NFxnQvaosfDDutk0tams,spotify:track:51NFxnQvaosfDDutk0tams,https://api.spotify.com/v1/tracks/51NFxnQvaosfDDutk0tams,https://api.spotify.com/v1/audio-analysis/51NFxnQvaosfDDutk0tams,179172.0,4.0
461,Hello,0.8390000000000000,0.473,10.0,-7.835,0.0,0.0607,0.6410000000000000,0.000459,0.0939,0.0644,98.73200000000000,audio_features,7qwt4xUIqQWCu1DJf96g2k,spotify:track:7qwt4xUIqQWCu1DJf96g2k,https://api.spotify.com/v1/tracks/7qwt4xUIqQWCu1DJf96g2k,https://api.spotify.com/v1/audio-analysis/7qwt4xUIqQWCu1DJf96g2k,135016.0,4.0
462,Faith,0.375,0.605,0.0,-7.268,0.0,0.0729,0.612,0.0448,0.147,0.128,175.946,audio_features,3orEOtd8CPL8GFlpRpKuoE,spotify:track:3orEOtd8CPL8GFlpRpKuoE,https://api.spotify.com/v1/tracks/3orEOtd8CPL8GFlpRpKuoE,https://api.spotify.com/v1/audio-analysis/3orEOtd8CPL8GFlpRpKuoE,283227.0,4.0
463,XO,0.732,0.75,11.0,-6.3660000000000000,0.0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,182707.0,4.0
464,Lord Knows,0.41700000000000000,0.887,5.0,-5.551,0.0,0.3670000000000000,0.0786,0.0,0.8340000000000000,0.303,167.579,audio_features,1QBwk6GTCxVdC2hoSw9tlM,spotify:track:1QBwk6GTCxVdC2hoSw9tlM,https://api.spotify.com/v1/tracks/1QBwk6GTCxVdC2hoSw9tlM,https://api.spotify.com/v1/audio-analysis/1QBwk6GTCxVdC2hoSw9tlM,307640.0,4.0
465,Walk Man,0.9280000000000000,0.696,4.0,-4.9720000000000000,0.0,0.0866,0.331,0.00011900000000000000,0.121,0.396,94.994,audio_features,1xFfbxmfenEpn4WawGWXiA,spotify:track:1xFfbxmfenEpn4WawGWXiA,https://api.spotify.com/v1/tracks/1xFfbxmfenEpn4WawGWXiA,https://api.spotify.com/v1/audio-analysis/1xFfbxmfenEpn4WawGWXiA,165938.0,4.0
466,Helsinki,0.381,0.311,4.0,-11.856,0.0,0.0293,0.568,0.000213,0.0863,0.0525,106.031,audio_features,139OFhHYDAvIGbl1pxZEm3,spotify:track:139OFhHYDAvIGbl1pxZEm3,https://api.spotify.com/v1/tracks/139OFhHYDAvIGbl1pxZEm3,https://api.spotify.com/v1/audio-analysis/139OFhHYDAvIGbl1pxZEm3,237213.0,4.0
467,Can’t Take A Joke,0.7610000000000000,0.598,10.0,-7.249,0.0,0.182,0.128,0.0,0.0839,0.447,173.89700000000000,audio_features,1dUHF4RyMmMTveJ0Rby6Xm,spotify:track:1dUHF4RyMmMTveJ0Rby6Xm,https://api.spotify.com/v1/tracks/1dUHF4RyMmMTveJ0Rby6Xm,https://api.spotify.com/v1/audio-analysis/1dUHF4RyMmMTveJ0Rby6Xm,163974.0,4.0
468,When To Say When,0.41,0.82,1.0,-6.808,1.0,0.5330000000000000,0.252,0.0,0.5380000000000000,0.526,170.718,audio_features,5TCBWmEBrin7etRa4Lswr1,spotify:track:5TCBWmEBrin7etRa4Lswr1,https://api.spotify.com/v1/tracks/5TCBWmEBrin7etRa4Lswr1,https://api.spotify.com/v1/audio-analysis/5TCBWmEBrin7etRa4Lswr1,223124.0,4.0
469,Breath of Fresh Herb,0.687,0.455,4.0,-10.28,0.0,0.0866,0.00628,0.000136,0.125,0.494,124.976,audio_features,2Ae0q5tzO57cK7kRbTzE2a,spotify:track:2Ae0q5tzO57cK7kRbTzE2a,https://api.spotify.com/v1/tracks/2Ae0q5tzO57cK7kRbTzE2a,https://api.spotify.com/v1/audio-analysis/2Ae0q5tzO57cK7kRbTzE2a,199680.0,4.0
470,thinking of you,0.431,0.8030000000000000,4.0,-4.459,1.0,0.0364,0.0016700000000000000,0.0,0.331,0.309,147.048,audio_features,3c9LVPh3MpeFoaAL5DBDK5,spotify:track:3c9LVPh3MpeFoaAL5DBDK5,https://api.spotify.com/v1/tracks/3c9LVPh3MpeFoaAL5DBDK5,https://api.spotify.com/v1/audio-analysis/3c9LVPh3MpeFoaAL5DBDK5,246410.0,4.0
471,Off Deez (with J. Cole),0.836,0.579,9.0,-6.164,1.0,0.243,0.00207,0.0,0.11,0.431,85.486,audio_features,3JAeYOjyJodI4PRs44lx2l,spotify:track:3JAeYOjyJodI4PRs44lx2l,https://api.spotify.com/v1/tracks/3JAeYOjyJodI4PRs44lx2l,https://api.spotify.com/v1/audio-analysis/3JAeYOjyJodI4PRs44lx2l,213358.0,4.0
472,Getsomerest/sleepwell,0.637,0.39400000000000000,7.0,-13.536,1.0,0.28600000000000000,0.605,0.305,0.0968,0.361,132.015,audio_features,2RycgtfFQZOPgEGrzBGE0j,spotify:track:2RycgtfFQZOPgEGrzBGE0j,https://api.spotify.com/v1/tracks/2RycgtfFQZOPgEGrzBGE0j,https://api.spotify.com/v1/audio-analysis/2RycgtfFQZOPgEGrzBGE0j,332173.0,4.0
473,Gasolina,0.857,0.8010000000000000,0.0,-6.499,1.0,0.0618,0.332,1.2E-06,0.0789,0.753,96.009,audio_features,6jEZLz3YpnEBRpVkv35AmP,spotify:track:6jEZLz3YpnEBRpVkv35AmP,https://api.spotify.com/v1/tracks/6jEZLz3YpnEBRpVkv35AmP,https://api.spotify.com/v1/audio-analysis/6jEZLz3YpnEBRpVkv35AmP,192600.0,4.0
474,Real Friends,0.441,0.7440000000000000,6.0,-6.2480000000000000,0.0,0.47600000000000000,0.262,0.00038200000000000000,0.138,0.124,81.396,audio_features,66Q3fAmSX5eHamgbKa9alP,spotify:track:66Q3fAmSX5eHamgbKa9alP,https://api.spotify.com/v1/tracks/66Q3fAmSX5eHamgbKa9alP,https://api.spotify.com/v1/audio-analysis/66Q3fAmSX5eHamgbKa9alP,251573.0,4.0
475,"Suite bergamasque, L. 75: 3. Clair de lune",0.335,0.0050100000000000000,1.0,-33.366,1.0,0.0451,0.993,0.919,0.0618,0.0383,132.085,audio_features,1cmigB9I6IRpFqjIbzvSQB,spotify:track:1cmigB9I6IRpFqjIbzvSQB,https://api.spotify.com/v1/tracks/1cmigB9I6IRpFqjIbzvSQB,https://api.spotify.com/v1/audio-analysis/1cmigB9I6IRpFqjIbzvSQB,294960.0,3.0
476,Desires (with Future),0.812,0.506,5.0,-7.706,0.0,0.11600000000000000,0.281,0.0,0.325,0.5540000000000000,145.07400000000000,audio_features,7eYAHC0RbBF9eaqWzT34Aq,spotify:track:7eYAHC0RbBF9eaqWzT34Aq,https://api.spotify.com/v1/tracks/7eYAHC0RbBF9eaqWzT34Aq,https://api.spotify.com/v1/audio-analysis/7eYAHC0RbBF9eaqWzT34Aq,237946.0,4.0
477,For Emma,0.19400000000000000,0.0355,4.0,-28.246,0.0,0.0446,0.9310000000000000,0.887,0.08200000000000000,0.0604,66.56,audio_features,6f096qqr3TLKBEoWxy8HPg,spotify:track:6f096qqr3TLKBEoWxy8HPg,https://api.spotify.com/v1/tracks/6f096qqr3TLKBEoWxy8HPg,https://api.spotify.com/v1/audio-analysis/6f096qqr3TLKBEoWxy8HPg,209500.0,4.0
478,Look at That Ass,0.753,0.23400000000000000,6.0,-14.262,0.0,0.0864,0.0226,0.149,0.0655,0.457,78.59100000000000,audio_features,53NnWGr1vYCKdudGVPmeRm,spotify:track:53NnWGr1vYCKdudGVPmeRm,https://api.spotify.com/v1/tracks/53NnWGr1vYCKdudGVPmeRm,https://api.spotify.com/v1/audio-analysis/53NnWGr1vYCKdudGVPmeRm,178233.0,4.0
479,Murder On My Mind,0.759,0.73,0.0,-7.985,0.0,0.0516,0.145,3.06E-06,0.11,0.74,115.007,audio_features,7eBqSVxrzQZtK2mmgRG6lC,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,https://api.spotify.com/v1/tracks/7eBqSVxrzQZtK2mmgRG6lC,https://api.spotify.com/v1/audio-analysis/7eBqSVxrzQZtK2mmgRG6lC,268434.0,4.0
