,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Callaita,0.61,0.624,2.0,-4.773,1.0,0.309,0.6,2.12E-06,0.243,0.244,176.169,audio_features,2TH65lNHgvLxCKXM3apjxI,spotify:track:2TH65lNHgvLxCKXM3apjxI,https://api.spotify.com/v1/tracks/2TH65lNHgvLxCKXM3apjxI,https://api.spotify.com/v1/audio-analysis/2TH65lNHgvLxCKXM3apjxI,250534.0,4.0
1,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),0.825,0.672,0.0,-7.108,1.0,0.418,0.0858,0.0,0.12300000000000000,0.24600000000000000,147.01,audio_features,7wTA0NKIm6T7nP2kaymU2a,spotify:track:7wTA0NKIm6T7nP2kaymU2a,https://api.spotify.com/v1/tracks/7wTA0NKIm6T7nP2kaymU2a,https://api.spotify.com/v1/audio-analysis/7wTA0NKIm6T7nP2kaymU2a,382307.0,4.0
2,Envy Me,0.74,0.488,1.0,-7.664,0.0,0.27,0.23400000000000000,0.0,0.24100000000000000,0.584,149.042,audio_features,7rvyVWja33WG9R97oeJAjx,spotify:track:7rvyVWja33WG9R97oeJAjx,https://api.spotify.com/v1/tracks/7rvyVWja33WG9R97oeJAjx,https://api.spotify.com/v1/audio-analysis/7rvyVWja33WG9R97oeJAjx,120133.0,4.0
3,Me Odias?,0.7860000000000000,0.581,1.0,-6.3870000000000000,0.0,0.19700000000000000,0.552,0.0,0.0859,0.33,131.874,audio_features,5I31UVARw4Di9SooJGN9el,spotify:track:5I31UVARw4Di9SooJGN9el,https://api.spotify.com/v1/tracks/5I31UVARw4Di9SooJGN9el,https://api.spotify.com/v1/audio-analysis/5I31UVARw4Di9SooJGN9el,234550.0,4.0
4,Quiero,0.6510000000000000,0.737,9.0,-7.416,1.0,0.0415,0.0447,0.0,0.156,0.703,104.83200000000000,audio_features,0iEW2LlHNXVyZhwO96sL3z,spotify:track:0iEW2LlHNXVyZhwO96sL3z,https://api.spotify.com/v1/tracks/0iEW2LlHNXVyZhwO96sL3z,https://api.spotify.com/v1/audio-analysis/0iEW2LlHNXVyZhwO96sL3z,209583.0,4.0
5,when the party's over,0.3670000000000000,0.111,4.0,-14.084000000000000,1.0,0.0972,0.978,3.97E-05,0.0897,0.198,82.64200000000000,audio_features,43zdsphuZLzwA9k4DJhU0I,spotify:track:43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,196077.0,4.0
6,Acurrucar,0.809,0.21600000000000000,8.0,-12.103,1.0,0.0353,0.9440000000000000,0.00799,0.0894,0.23600000000000000,99.1,audio_features,1xYBeQ5u8uaJ3oBWktjGyJ,spotify:track:1xYBeQ5u8uaJ3oBWktjGyJ,https://api.spotify.com/v1/tracks/1xYBeQ5u8uaJ3oBWktjGyJ,https://api.spotify.com/v1/audio-analysis/1xYBeQ5u8uaJ3oBWktjGyJ,234080.0,4.0
7,Go Fuck Yourself,0.765,0.327,6.0,-8.029,1.0,0.27700000000000000,0.5710000000000000,0.0479,0.0787,0.292,74.931,audio_features,4NZrZgrRoR4GwR7flWOXRI,spotify:track:4NZrZgrRoR4GwR7flWOXRI,https://api.spotify.com/v1/tracks/4NZrZgrRoR4GwR7flWOXRI,https://api.spotify.com/v1/audio-analysis/4NZrZgrRoR4GwR7flWOXRI,129600.0,4.0
8,"Peer Gynt Suite No. 1, Op. 46: Morning Mood - Arr. for Piano",0.31,0.0532,4.0,-26.802,1.0,0.0401,0.991,0.9130000000000000,0.0917,0.0719,67.711,audio_features,70nfm7IEXnFdxLtvxdXnZq,spotify:track:70nfm7IEXnFdxLtvxdXnZq,https://api.spotify.com/v1/tracks/70nfm7IEXnFdxLtvxdXnZq,https://api.spotify.com/v1/audio-analysis/70nfm7IEXnFdxLtvxdXnZq,233107.0,4.0
9,SLOW DANCING IN THE DARK,0.515,0.479,3.0,-7.4580000000000000,1.0,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274.0,4.0
10,Hallucinate,0.627,0.69,10.0,-5.396,0.0,0.138,0.0325,0.0,0.0742,0.628,122.054,audio_features,1nYeVF5vIBxMxfPoL0SIWg,spotify:track:1nYeVF5vIBxMxfPoL0SIWg,https://api.spotify.com/v1/tracks/1nYeVF5vIBxMxfPoL0SIWg,https://api.spotify.com/v1/audio-analysis/1nYeVF5vIBxMxfPoL0SIWg,208505.0,4.0
11,Break My Heart Again,0.402,0.151,4.0,-14.227,0.0,0.0395,0.907,0.0,0.0941,0.483,144.293,audio_features,2is19a6HY7ZdWP654IMhEE,spotify:track:2is19a6HY7ZdWP654IMhEE,https://api.spotify.com/v1/tracks/2is19a6HY7ZdWP654IMhEE,https://api.spotify.com/v1/audio-analysis/2is19a6HY7ZdWP654IMhEE,238013.0,4.0
12,Desde el Corazón,0.7390000000000000,0.6630000000000000,10.0,-6.398,0.0,0.266,0.0529,0.0,0.198,0.368,180.025,audio_features,1R2mapMAUiYqre6jcFX57g,spotify:track:1R2mapMAUiYqre6jcFX57g,https://api.spotify.com/v1/tracks/1R2mapMAUiYqre6jcFX57g,https://api.spotify.com/v1/audio-analysis/1R2mapMAUiYqre6jcFX57g,127040.0,4.0
13,"I Dreamed A Dream - From ""Les Misérables""",0.256,0.0739,3.0,-17.227,1.0,0.0471,0.937,1.93E-05,0.0907,0.146,87.50200000000000,audio_features,7CNVenAoty0IomwFPaMaaH,spotify:track:7CNVenAoty0IomwFPaMaaH,https://api.spotify.com/v1/tracks/7CNVenAoty0IomwFPaMaaH,https://api.spotify.com/v1/audio-analysis/7CNVenAoty0IomwFPaMaaH,277533.0,4.0
14,I DON'T CARE,0.7980000000000000,0.675,6.0,-5.041,1.0,0.0442,0.0912,0.0,0.0894,0.8420000000000000,101.956,audio_features,3HVWdVOQ0ZA45FuZGSfvns,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,https://api.spotify.com/v1/tracks/3HVWdVOQ0ZA45FuZGSfvns,https://api.spotify.com/v1/audio-analysis/3HVWdVOQ0ZA45FuZGSfvns,219947.0,4.0
15,Get You (feat. Kali Uchis),0.6580000000000000,0.294,4.0,-8.533,0.0,0.0321,0.42200000000000000,5.2E-05,0.0749,0.358,74.038,audio_features,7zFXmv6vqI4qOt4yGf3jYZ,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,https://api.spotify.com/v1/tracks/7zFXmv6vqI4qOt4yGf3jYZ,https://api.spotify.com/v1/audio-analysis/7zFXmv6vqI4qOt4yGf3jYZ,278180.0,4.0
16,Perfect Ten (feat. Nipsey Hussle),0.6830000000000000,0.4370000000000000,5.0,-9.267000000000000,0.0,0.0375,0.7810000000000000,0.00011500000000000000,0.12,0.228,99.948,audio_features,6GQ82BpN60dzztUWzYojc7,spotify:track:6GQ82BpN60dzztUWzYojc7,https://api.spotify.com/v1/tracks/6GQ82BpN60dzztUWzYojc7,https://api.spotify.com/v1/audio-analysis/6GQ82BpN60dzztUWzYojc7,252021.0,4.0
17,Bailar,0.75,0.8910000000000000,9.0,-3.7510000000000000,1.0,0.226,0.0246,6.24E-06,0.057,0.5530000000000000,128.076,audio_features,1GL0EEkKCUT2yK52sjWkOt,spotify:track:1GL0EEkKCUT2yK52sjWkOt,https://api.spotify.com/v1/tracks/1GL0EEkKCUT2yK52sjWkOt,https://api.spotify.com/v1/audio-analysis/1GL0EEkKCUT2yK52sjWkOt,160305.0,4.0
18,Worth It,0.7490000000000000,0.535,5.0,-4.054000000000000,0.0,0.0638,0.517,0.0,0.0942,0.45900000000000000,124.008,audio_features,0PQoUlzP7ILdcrzpajHXc0,spotify:track:0PQoUlzP7ILdcrzpajHXc0,https://api.spotify.com/v1/tracks/0PQoUlzP7ILdcrzpajHXc0,https://api.spotify.com/v1/audio-analysis/0PQoUlzP7ILdcrzpajHXc0,189253.0,5.0
19,Save Me,0.731,0.204,9.0,-11.314,0.0,0.0369,0.307,0.0109,0.0989,0.191,142.141,audio_features,2UwbhMie1EAYuTZ0QXeMwl,spotify:track:2UwbhMie1EAYuTZ0QXeMwl,https://api.spotify.com/v1/tracks/2UwbhMie1EAYuTZ0QXeMwl,https://api.spotify.com/v1/audio-analysis/2UwbhMie1EAYuTZ0QXeMwl,163202.0,4.0
20,3 DAYS IN CHENGDU,0.628,0.635,4.0,-7.001,1.0,0.251,0.405,0.0,0.0902,0.377,139.44800000000000,audio_features,3utuUQukdeD9GodJTq1uA7,spotify:track:3utuUQukdeD9GodJTq1uA7,https://api.spotify.com/v1/tracks/3utuUQukdeD9GodJTq1uA7,https://api.spotify.com/v1/audio-analysis/3utuUQukdeD9GodJTq1uA7,311000.0,4.0
21,Jazz,0.636,0.61,8.0,-9.665,1.0,0.11900000000000000,0.25,0.000121,0.113,0.29600000000000000,125.227,audio_features,2rk0lCpO1vkKAQ6BC8bjUX,spotify:track:2rk0lCpO1vkKAQ6BC8bjUX,https://api.spotify.com/v1/tracks/2rk0lCpO1vkKAQ6BC8bjUX,https://api.spotify.com/v1/audio-analysis/2rk0lCpO1vkKAQ6BC8bjUX,260160.0,3.0
22,La même,0.682,0.763,7.0,-5.743000000000000,0.0,0.0888,0.22,0.0,0.115,0.409,122.03400000000000,audio_features,1Y4FUedllg2jNVA5BRIwEc,spotify:track:1Y4FUedllg2jNVA5BRIwEc,https://api.spotify.com/v1/tracks/1Y4FUedllg2jNVA5BRIwEc,https://api.spotify.com/v1/audio-analysis/1Y4FUedllg2jNVA5BRIwEc,200040.0,4.0
23,"Softly, Gently",0.4,0.0612,7.0,-17.481000000000000,1.0,0.0501,0.996,0.909,0.107,0.14400000000000000,75.983,audio_features,0wmmFkwOtzaanH4T5vMMLz,spotify:track:0wmmFkwOtzaanH4T5vMMLz,https://api.spotify.com/v1/tracks/0wmmFkwOtzaanH4T5vMMLz,https://api.spotify.com/v1/audio-analysis/0wmmFkwOtzaanH4T5vMMLz,120907.0,3.0
24,S'en aller,0.8140000000000000,0.42200000000000000,1.0,-8.697000000000000,0.0,0.0489,0.606,0.00405,0.139,0.37800000000000000,124.99800000000000,audio_features,3ATo60fpicfxwZ0daRatlU,spotify:track:3ATo60fpicfxwZ0daRatlU,https://api.spotify.com/v1/tracks/3ATo60fpicfxwZ0daRatlU,https://api.spotify.com/v1/audio-analysis/3ATo60fpicfxwZ0daRatlU,264080.0,4.0
25,"All I Want - From ""High School Musical: The Musical: The Series""",0.376,0.43,0.0,-6.585,0.0,0.0328,0.0902,0.0,0.0912,0.129,77.59900000000000,audio_features,4Yxc55NX3tAXC2mHRAhtcW,spotify:track:4Yxc55NX3tAXC2mHRAhtcW,https://api.spotify.com/v1/tracks/4Yxc55NX3tAXC2mHRAhtcW,https://api.spotify.com/v1/audio-analysis/4Yxc55NX3tAXC2mHRAhtcW,177323.0,3.0
26,HeadBand (feat. 2 Chainz) - Coucheron Remix,0.752,0.635,1.0,-9.528000000000000,0.0,0.106,0.0563,0.0,0.11800000000000000,0.639,104.03300000000000,audio_features,7wfUFY3X5YTjZQYzqEyHYy,spotify:track:7wfUFY3X5YTjZQYzqEyHYy,https://api.spotify.com/v1/tracks/7wfUFY3X5YTjZQYzqEyHYy,https://api.spotify.com/v1/audio-analysis/7wfUFY3X5YTjZQYzqEyHYy,235385.0,4.0
27,Ghost Town,0.573,0.545,7.0,-4.247,0.0,0.0288,0.0969,0.0,0.32900000000000000,0.297,83.37800000000000,audio_features,7vgTNTaEz3CsBZ1N4YQalM,spotify:track:7vgTNTaEz3CsBZ1N4YQalM,https://api.spotify.com/v1/tracks/7vgTNTaEz3CsBZ1N4YQalM,https://api.spotify.com/v1/audio-analysis/7vgTNTaEz3CsBZ1N4YQalM,271387.0,4.0
28,René,0.593,0.22900000000000000,9.0,-8.888,1.0,0.0307,0.794,0.0,0.16700000000000000,0.42,117.823,audio_features,13iMiwdY7pgE1f7NwYKr1D,spotify:track:13iMiwdY7pgE1f7NwYKr1D,https://api.spotify.com/v1/tracks/13iMiwdY7pgE1f7NwYKr1D,https://api.spotify.com/v1/audio-analysis/13iMiwdY7pgE1f7NwYKr1D,130546.0,4.0
29,5200,0.867,0.545,4.0,-5.185,1.0,0.413,0.209,0.0,0.139,0.32,127.99,audio_features,1e3GEwsaXtBNtPfooQimDn,spotify:track:1e3GEwsaXtBNtPfooQimDn,https://api.spotify.com/v1/tracks/1e3GEwsaXtBNtPfooQimDn,https://api.spotify.com/v1/audio-analysis/1e3GEwsaXtBNtPfooQimDn,211800.0,4.0
30,That's Life (feat. Mac Miller & Sia),0.525,0.774,9.0,-4.532,1.0,0.24100000000000000,0.24,1.07E-06,0.495,0.526,154.192,audio_features,5h0Jgt873QtgL6nJRBGfT6,spotify:track:5h0Jgt873QtgL6nJRBGfT6,https://api.spotify.com/v1/tracks/5h0Jgt873QtgL6nJRBGfT6,https://api.spotify.com/v1/audio-analysis/5h0Jgt873QtgL6nJRBGfT6,202391.0,4.0
31,So Free,0.8590000000000000,0.233,9.0,-8.676,1.0,0.0972,0.644,0.00581,0.11700000000000000,0.386,112.779,audio_features,1geSWiwEHkfhPWoEpXB9Gj,spotify:track:1geSWiwEHkfhPWoEpXB9Gj,https://api.spotify.com/v1/tracks/1geSWiwEHkfhPWoEpXB9Gj,https://api.spotify.com/v1/audio-analysis/1geSWiwEHkfhPWoEpXB9Gj,477280.0,4.0
32,Puedo Escribir los Versos Mas Tristes,0.525,0.218,0.0,-12.62,1.0,0.0506,0.9230000000000000,0.00028700000000000000,0.0869,0.429,94.85700000000000,audio_features,4pvy82qAAkCBPycqpmk8b5,spotify:track:4pvy82qAAkCBPycqpmk8b5,https://api.spotify.com/v1/tracks/4pvy82qAAkCBPycqpmk8b5,https://api.spotify.com/v1/audio-analysis/4pvy82qAAkCBPycqpmk8b5,342600.0,4.0
33,ROXANNE,0.621,0.601,6.0,-5.6160000000000000,0.0,0.14800000000000000,0.0522,0.0,0.46,0.457,116.735,audio_features,696DnlkuDOXcMAnKlTgXXK,spotify:track:696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/tracks/696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/audio-analysis/696DnlkuDOXcMAnKlTgXXK,163636.0,5.0
34,The Only Thing,0.519,0.145,3.0,-19.581,1.0,0.0392,0.987,0.0643,0.10800000000000000,0.48700000000000000,158.975,audio_features,6Rt6KwuF7I8ZkdZG2G0bYr,spotify:track:6Rt6KwuF7I8ZkdZG2G0bYr,https://api.spotify.com/v1/tracks/6Rt6KwuF7I8ZkdZG2G0bYr,https://api.spotify.com/v1/audio-analysis/6Rt6KwuF7I8ZkdZG2G0bYr,284131.0,4.0
35,this girl,0.792,0.7170000000000000,0.0,-4.7590000000000000,0.0,0.0393,0.0927,3.59E-05,0.226,0.466,121.985,audio_features,1A8j067qyiNwQnZT0bzUpZ,spotify:track:1A8j067qyiNwQnZT0bzUpZ,https://api.spotify.com/v1/tracks/1A8j067qyiNwQnZT0bzUpZ,https://api.spotify.com/v1/audio-analysis/1A8j067qyiNwQnZT0bzUpZ,195547.0,4.0
36,Que Lloro (with Carla Morrison),0.55,0.35200000000000000,9.0,-9.468,1.0,0.0345,0.8440000000000000,0.0,0.109,0.28300000000000000,133.87,audio_features,1XQYjTzZTKfvP69S5yJkaH,spotify:track:1XQYjTzZTKfvP69S5yJkaH,https://api.spotify.com/v1/tracks/1XQYjTzZTKfvP69S5yJkaH,https://api.spotify.com/v1/audio-analysis/1XQYjTzZTKfvP69S5yJkaH,242000.0,4.0
37,Was It Something I Said,0.5870000000000000,0.7240000000000000,6.0,-6.775,1.0,0.0321,0.618,0.000166,0.157,0.8370000000000000,106.994,audio_features,65j65yDSE06CNKAPjsHoJt,spotify:track:65j65yDSE06CNKAPjsHoJt,https://api.spotify.com/v1/tracks/65j65yDSE06CNKAPjsHoJt,https://api.spotify.com/v1/audio-analysis/65j65yDSE06CNKAPjsHoJt,220588.0,4.0
38,Cherry Wine - Live,0.415,0.11,1.0,-14.901,1.0,0.0388,0.951,0.00236,0.0962,0.23400000000000000,81.876,audio_features,1C042FLYy7rP3MfnkOcnha,spotify:track:1C042FLYy7rP3MfnkOcnha,https://api.spotify.com/v1/tracks/1C042FLYy7rP3MfnkOcnha,https://api.spotify.com/v1/audio-analysis/1C042FLYy7rP3MfnkOcnha,240147.0,4.0
39,Cucumber Water,0.8810000000000000,0.768,1.0,-4.873,0.0,0.304,0.132,0.000153,0.14,0.534,92.075,audio_features,724WmnHgjKusSqU40SVAQO,spotify:track:724WmnHgjKusSqU40SVAQO,https://api.spotify.com/v1/tracks/724WmnHgjKusSqU40SVAQO,https://api.spotify.com/v1/audio-analysis/724WmnHgjKusSqU40SVAQO,203860.0,4.0
40,Someone Like You,0.5590000000000000,0.33,9.0,-8.251,1.0,0.0285,0.892,0.0,0.0975,0.285,135.109,audio_features,4kflIGfjdZJW4ot2ioixTB,spotify:track:4kflIGfjdZJW4ot2ioixTB,https://api.spotify.com/v1/tracks/4kflIGfjdZJW4ot2ioixTB,https://api.spotify.com/v1/audio-analysis/4kflIGfjdZJW4ot2ioixTB,285040.0,4.0
41,Violent Crimes,0.669,0.419,1.0,-6.724,0.0,0.522,0.376,0.0,0.187,0.0397,109.81300000000000,audio_features,3s7MCdXyWmwjdcWh7GWXas,spotify:track:3s7MCdXyWmwjdcWh7GWXas,https://api.spotify.com/v1/tracks/3s7MCdXyWmwjdcWh7GWXas,https://api.spotify.com/v1/audio-analysis/3s7MCdXyWmwjdcWh7GWXas,215320.0,4.0
42,All I've Ever Known,0.6810000000000000,0.20200000000000000,5.0,-11.16,1.0,0.0317,0.688,0.247,0.10800000000000000,0.254,126.05,audio_features,7I8ftQPSknxqIH8jiuh6iv,spotify:track:7I8ftQPSknxqIH8jiuh6iv,https://api.spotify.com/v1/tracks/7I8ftQPSknxqIH8jiuh6iv,https://api.spotify.com/v1/audio-analysis/7I8ftQPSknxqIH8jiuh6iv,375973.0,4.0
43,I Only Ever Loved Your Ghost,0.499,0.0752,5.0,-17.983,1.0,0.063,0.97,9.75E-06,0.31,0.11200000000000000,121.633,audio_features,6aiJnkRz2Fhfwi8uUAb24T,spotify:track:6aiJnkRz2Fhfwi8uUAb24T,https://api.spotify.com/v1/tracks/6aiJnkRz2Fhfwi8uUAb24T,https://api.spotify.com/v1/audio-analysis/6aiJnkRz2Fhfwi8uUAb24T,217400.0,4.0
44,Moon River,0.24,0.11600000000000000,0.0,-13.216,1.0,0.0329,0.877,0.0009200000000000000,0.1,0.0937,77.34900000000000,audio_features,41cpvQ2GyGb2BRdIRSsTqK,spotify:track:41cpvQ2GyGb2BRdIRSsTqK,https://api.spotify.com/v1/tracks/41cpvQ2GyGb2BRdIRSsTqK,https://api.spotify.com/v1/audio-analysis/41cpvQ2GyGb2BRdIRSsTqK,188324.0,3.0
45,Biking,0.6730000000000000,0.46300000000000000,2.0,-7.247000000000000,1.0,0.191,0.6810000000000000,4.9E-06,0.0907,0.268,147.981,audio_features,2q0VexHJirnUPnEOhr2DxK,spotify:track:2q0VexHJirnUPnEOhr2DxK,https://api.spotify.com/v1/tracks/2q0VexHJirnUPnEOhr2DxK,https://api.spotify.com/v1/audio-analysis/2q0VexHJirnUPnEOhr2DxK,277521.0,4.0
46,Baller los,0.636,0.593,10.0,-8.798,0.0,0.29600000000000000,0.48100000000000000,0.0,0.114,0.527,170.226,audio_features,1uNzKXVNwq7jwV0rhjXqLB,spotify:track:1uNzKXVNwq7jwV0rhjXqLB,https://api.spotify.com/v1/tracks/1uNzKXVNwq7jwV0rhjXqLB,https://api.spotify.com/v1/audio-analysis/1uNzKXVNwq7jwV0rhjXqLB,160613.0,4.0
47,Someone You Loved,0.501,0.405,1.0,-5.679000000000000,1.0,0.0319,0.7510000000000000,0.0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161.0,4.0
48,Will Hunting - Instrumental,0.23600000000000000,0.314,4.0,-16.074,1.0,0.0297,0.836,0.9470000000000000,0.105,0.155,104.805,audio_features,1RKrYDG8ZGK4t8s5DdO4zX,spotify:track:1RKrYDG8ZGK4t8s5DdO4zX,https://api.spotify.com/v1/tracks/1RKrYDG8ZGK4t8s5DdO4zX,https://api.spotify.com/v1/audio-analysis/1RKrYDG8ZGK4t8s5DdO4zX,161373.0,4.0
49,Go Loko,0.88,0.67,2.0,-5.1770000000000000,1.0,0.0468,0.325,4.17E-06,0.0662,0.131,101.008,audio_features,1kK6DwzyXJSp58u5HYWwuD,spotify:track:1kK6DwzyXJSp58u5HYWwuD,https://api.spotify.com/v1/tracks/1kK6DwzyXJSp58u5HYWwuD,https://api.spotify.com/v1/audio-analysis/1kK6DwzyXJSp58u5HYWwuD,299227.0,4.0
50,Cursive,0.494,0.267,0.0,-11.54,1.0,0.0308,0.935,5.58E-05,0.128,0.166,115.117,audio_features,5Iy1wdO0tMaHwKnfFYtlel,spotify:track:5Iy1wdO0tMaHwKnfFYtlel,https://api.spotify.com/v1/tracks/5Iy1wdO0tMaHwKnfFYtlel,https://api.spotify.com/v1/audio-analysis/5Iy1wdO0tMaHwKnfFYtlel,240400.0,3.0
51,Circles,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.5530000000000000,120.042,audio_features,21jGcNKet2qwijlDFuPiPb,spotify:track:21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb,215280.0,4.0
52,Proud Of U (feat. Young Thug),0.768,0.456,2.0,-8.676,1.0,0.354,0.0691,0.0,0.162,0.39,77.582,audio_features,4u8xrKWeF7xBO9kGwIk6u7,spotify:track:4u8xrKWeF7xBO9kGwIk6u7,https://api.spotify.com/v1/tracks/4u8xrKWeF7xBO9kGwIk6u7,https://api.spotify.com/v1/audio-analysis/4u8xrKWeF7xBO9kGwIk6u7,238200.0,4.0
53,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",0.193,0.00433,1.0,-44.522,0.0,0.0327,0.995,0.902,0.113,0.335,74.973,audio_features,0ehw1EjjBbIDFJuuFftYVx,spotify:track:0ehw1EjjBbIDFJuuFftYVx,https://api.spotify.com/v1/tracks/0ehw1EjjBbIDFJuuFftYVx,https://api.spotify.com/v1/audio-analysis/0ehw1EjjBbIDFJuuFftYVx,358000.0,1.0
54,Wrapped Up,0.787,0.848,1.0,-4.6960000000000000,1.0,0.0549,0.0915,0.0,0.15,0.9470000000000000,121.98900000000000,audio_features,3NWswaScstrFXB1Jcl4EVt,spotify:track:3NWswaScstrFXB1Jcl4EVt,https://api.spotify.com/v1/tracks/3NWswaScstrFXB1Jcl4EVt,https://api.spotify.com/v1/audio-analysis/3NWswaScstrFXB1Jcl4EVt,185640.0,4.0
55,Quién Dice,0.6830000000000000,0.48200000000000000,4.0,-9.767000000000000,0.0,0.0423,0.45900000000000000,0.0,0.11700000000000000,0.349,139.974,audio_features,3mUNkfhzFVNRelkxaIxhUW,spotify:track:3mUNkfhzFVNRelkxaIxhUW,https://api.spotify.com/v1/tracks/3mUNkfhzFVNRelkxaIxhUW,https://api.spotify.com/v1/audio-analysis/3mUNkfhzFVNRelkxaIxhUW,229480.0,4.0
56,Uno,0.978,0.47700000000000000,8.0,-8.159000000000000,1.0,0.155,0.000143,0.0,0.133,0.196,110.00200000000000,audio_features,3AEgic4yp82NxMWUjHtxnO,spotify:track:3AEgic4yp82NxMWUjHtxnO,https://api.spotify.com/v1/tracks/3AEgic4yp82NxMWUjHtxnO,https://api.spotify.com/v1/audio-analysis/3AEgic4yp82NxMWUjHtxnO,109091.0,4.0
57,Chicago Freestyle (feat. Giveon),0.735,0.449,10.0,-7.5070000000000000,1.0,0.34700000000000000,0.629,0.0,0.113,0.0397,122.947,audio_features,4wVOKKEHUJxHCFFNUWDn0B,spotify:track:4wVOKKEHUJxHCFFNUWDn0B,https://api.spotify.com/v1/tracks/4wVOKKEHUJxHCFFNUWDn0B,https://api.spotify.com/v1/audio-analysis/4wVOKKEHUJxHCFFNUWDn0B,220488.0,4.0
58,Motel 6,0.486,0.433,4.0,-9.598000000000000,1.0,0.0341,0.315,0.00131,0.1,0.12,168.11600000000000,audio_features,68PACVWn8sUs66oziKBD2u,spotify:track:68PACVWn8sUs66oziKBD2u,https://api.spotify.com/v1/tracks/68PACVWn8sUs66oziKBD2u,https://api.spotify.com/v1/audio-analysis/68PACVWn8sUs66oziKBD2u,196133.0,3.0
59,Nothing,0.62,0.44300000000000000,5.0,-7.984,1.0,0.028000000000000000,0.355,0.0,0.10800000000000000,0.33900000000000000,141.984,audio_features,38gbVnKWI8xEd7AnqS9aiZ,spotify:track:38gbVnKWI8xEd7AnqS9aiZ,https://api.spotify.com/v1/tracks/38gbVnKWI8xEd7AnqS9aiZ,https://api.spotify.com/v1/audio-analysis/38gbVnKWI8xEd7AnqS9aiZ,196320.0,4.0
60,Ballin' (with Roddy Ricch),0.809,0.545,7.0,-6.678,1.0,0.0735,0.392,0.0,0.151,0.244,97.008,audio_features,3QzAOrNlsabgbMwlZt7TAY,spotify:track:3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/tracks/3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/audio-analysis/3QzAOrNlsabgbMwlZt7TAY,180435.0,4.0
61,Pork Belly,0.41100000000000000,0.544,2.0,-9.577,1.0,0.0905,0.516,0.0645,0.182,0.8590000000000000,143.162,audio_features,1mZE01nEHDRL0clez0iRFj,spotify:track:1mZE01nEHDRL0clez0iRFj,https://api.spotify.com/v1/tracks/1mZE01nEHDRL0clez0iRFj,https://api.spotify.com/v1/audio-analysis/1mZE01nEHDRL0clez0iRFj,199338.0,4.0
62,En El Hood,0.8,0.687,2.0,-5.127000000000000,1.0,0.0496,0.0152,6.75E-05,0.0863,0.382,97.009,audio_features,2uhmMOMbau6rcx0B78sxkc,spotify:track:2uhmMOMbau6rcx0B78sxkc,https://api.spotify.com/v1/tracks/2uhmMOMbau6rcx0B78sxkc,https://api.spotify.com/v1/audio-analysis/2uhmMOMbau6rcx0B78sxkc,188041.0,4.0
63,The Lark Ascending,0.0811,0.0122,4.0,-32.654,0.0,0.0511,0.902,0.308,0.0648,0.0384,74.554,audio_features,2kAgCRZPG3YQR2VMqRvLmb,spotify:track:2kAgCRZPG3YQR2VMqRvLmb,https://api.spotify.com/v1/tracks/2kAgCRZPG3YQR2VMqRvLmb,https://api.spotify.com/v1/audio-analysis/2kAgCRZPG3YQR2VMqRvLmb,935360.0,4.0
64,Lemonade - Ukulele Version,0.546,0.221,2.0,-8.915,1.0,0.063,0.868,0.0,0.0994,0.593,128.144,audio_features,5nJzWhlrBfn3cfDLlaAgAO,spotify:track:5nJzWhlrBfn3cfDLlaAgAO,https://api.spotify.com/v1/tracks/5nJzWhlrBfn3cfDLlaAgAO,https://api.spotify.com/v1/audio-analysis/5nJzWhlrBfn3cfDLlaAgAO,181505.0,4.0
